ANID,2016 Comp Group,Alternate ID,Laboratory,Investigator,Affiliation,Source/Excavator/Museum,Region,Country,State/Province,Estate,Site Name,Latitude,Longitude,UTM Zone,Northing,Easting,Material,Ware,Ceramic Type,Vessel Form,Exterior Decoration,Interior Decoration,Paste Color,Major Temper,Minor Temper,Culture,Context,Provenience,Period,Date,Picture,Comments,Notes,Compositional Group,Spare ANID,Long RDF,Long Date,Short RDF,Short Date,As,La,Lu,Nd,Sm,U,Yb,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V
JAM176,JAM21,1212-3-Y-13-DRS--00001,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Papine,Papine Village,18.0081,-76.7458,18 N,1991949,315170,ceramic,"Coarse Earthenware, unidentified",Type 6,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM176,OMD2,10/28/2013,ODF1-S,10/11/2013,5.1869,14.1489,0.1727,7.7705,2.3635,0.7919,1.1464,24.8850,9.5416,34.9258,1.8271,0.6804,41463.7,3.8180,0.00,49.15,0.8882,13.9256,181.09,0.6451,0.4379,3.5272,57.04,96.64,95033.0,509.0,3719.0,1.7590,14829.7,288.84,27140.3,4838.8,113.35
JAM177,JAM21,1217-1-F-02-DRS--00014,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 3,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM177,OMD2,10/28/2013,ODF1-S,10/11/2013,9.6046,11.2668,0.1614,6.2431,1.7333,1.2060,1.0710,18.8867,8.1954,37.5520,2.1395,0.5127,47497.1,4.0737,0.00,58.19,2.0744,15.0641,168.27,0.7016,0.1784,4.1019,67.52,90.15,92044.0,903.9,6022.8,1.3905,16792.1,346.77,23448.9,4866.7,126.96
JAM178,UNAS,1217-1-H-02-DRS--00005,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,Slip,Slip,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM178,OMD2,10/28/2013,ODF1-S,10/11/2013,6.9597,16.2716,0.2517,10.9117,2.8243,2.6831,1.3519,25.3512,7.4485,66.4323,2.0479,0.6084,54491.6,9.4579,0.00,63.30,0.9376,16.5622,382.94,0.9624,0.3246,6.9990,91.13,238.16,92060.9,1671.1,12635.7,1.6185,16195.6,420.69,13829.1,5844.6,161.99
JAM179,UNAS,1217-1-H-02-DRS--00006,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 1,Bowl,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM179,OMD2,10/28/2013,ODF1-S,10/11/2013,8.4257,14.4981,0.2067,8.4925,2.5511,1.5111,1.4313,27.2969,11.0589,43.6635,1.4022,0.7103,47467.7,4.5204,0.00,51.33,1.0679,15.8575,201.27,0.6850,0.5721,4.0478,152.86,120.01,96338.9,1497.8,8444.0,2.1848,15330.3,486.07,23393.7,5248.3,121.75
JAM180,UNAS,1217-1-H-02-DRS--00007,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 4,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM180,OMD2,10/28/2013,ODF1-S,10/11/2013,11.4647,13.4098,0.1873,6.9452,2.3272,1.2527,1.2722,20.4048,7.0676,43.0784,1.7406,0.6630,51802.7,3.9463,0.00,53.74,1.4035,16.5571,112.39,0.6694,0.3703,4.3771,79.77,100.90,111941.1,1066.0,5255.4,1.5232,14369.0,276.05,16396.2,5209.7,120.72
JAM181,JAM22,1217-1-I-04-DRS--00022,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 5,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM181,OMD2,10/28/2013,ODF1-S,10/11/2013,11.4450,19.9831,0.2966,12.9645,3.6064,1.1932,1.9207,37.6947,9.1067,63.7547,1.7655,0.8610,54617.2,5.0574,43.22,55.01,0.9507,18.0194,251.05,0.8228,0.3602,7.0363,90.35,125.39,102985.5,1386.7,12262.8,2.8273,17519.2,452.86,9844.6,5965.3,171.29
JAM182,UNAS,1217-1-J-01-DRS--00023,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 5,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM182,OMD2,10/28/2013,ODF1-S,10/11/2013,9.0892,11.9231,0.1814,6.6819,2.2692,1.4417,1.1074,22.5583,10.4413,43.5797,1.5219,0.6161,47322.8,4.0878,0.00,46.83,1.1475,15.9551,196.17,0.6872,0.4290,3.8793,80.87,82.35,96828.1,1088.4,7692.4,1.3052,15140.9,325.05,23809.6,4926.8,116.03
JAM183,JAM22,1217-1-J-03-DRS--00011,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,slip,Impressed,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM183,OMD2,10/28/2013,ODF1-S,10/11/2013,4.6510,14.9633,0.2076,9.5181,2.4320,1.8956,1.2665,25.8062,8.1748,41.4688,2.2454,0.5788,50190.9,7.2683,0.00,58.25,0.7224,14.7162,267.49,0.9402,0.2818,6.7434,78.78,158.94,92892.3,976.0,10821.1,1.9627,16887.1,479.82,14282.9,5776.3,155.45
JAM184,JAM22,1217-1-J-05-DRS--00006,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 3,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM184,OMD2,10/28/2013,ODF1-S,10/11/2013,13.2662,13.8712,0.2190,7.4452,2.4296,1.7179,1.4361,21.7149,8.4137,44.2705,1.8730,0.6685,59420.1,4.5356,0.00,63.07,1.7591,18.0055,218.01,0.8791,0.5677,4.8721,64.28,118.11,99970.7,1070.9,5272.8,1.9784,15968.9,237.44,21522.1,5128.6,156.69
JAM185,JAM22,1217-1-K-01-DRS--00035,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 5,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM185,OMD2,10/28/2013,ODF1-S,10/11/2013,10.3970,17.2170,0.2372,9.8515,2.9176,1.4670,1.5403,35.4982,17.8190,61.5903,1.8709,0.8081,50876.1,4.2751,0.00,48.70,1.3209,17.1487,176.44,0.7999,0.3447,4.7059,88.54,112.05,97670.9,1526.3,10001.0,2.0793,13276.1,448.70,21810.3,4881.1,125.45
JAM186,JAM20,1217-1-K-01-DRS--00037,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 6,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM186,OMD2,10/28/2013,ODF1-S,10/11/2013,8.2719,30.4064,0.3925,21.5112,5.7670,1.7698,2.6446,59.8785,18.8730,32.3510,2.3486,1.4130,57290.1,5.7760,0.00,91.15,1.2233,20.2898,386.26,0.9323,0.6597,8.6138,120.71,126.59,98487.2,1482.5,13379.6,3.2800,20815.0,965.11,17010.9,5180.0,120.59
JAM187,UNAS,1217-1-K-02-DRS--00014,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 8,Unidentifiable,n/a,n/a,n/a,n/a,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM187,OMD2,10/28/2013,ODF1-S,10/11/2013,18.0573,49.9022,0.5382,69.8549,9.6835,3.0279,3.8741,103.2245,24.3580,158.7226,11.1174,1.9020,60392.3,7.2134,0.00,171.58,0.8208,22.1019,126.48,1.5460,1.4472,14.0533,114.31,163.64,94910.7,589.3,9495.6,5.7105,29765.3,371.08,2450.0,7073.2,189.68
JAM188,JAM21,1217-1-K-04-DRS--00008,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 5,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM188,OMD2,10/28/2013,ODF1-S,10/11/2013,10.8040,11.0912,0.1918,7.4846,1.9505,1.4080,1.1697,18.9039,7.5489,40.7115,1.4261,0.5386,52035.4,4.1061,0.00,47.43,1.3816,16.3930,147.10,0.7017,0.1973,4.3913,58.96,100.28,104136.3,1321.5,7138.8,1.2314,12966.6,185.24,17554.6,5134.7,126.79
JAM189,JAM21,1217-1-L-02-DRS--00031,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 5,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM189,OMD2,10/28/2013,ODF1-S,10/11/2013,9.7346,17.2317,0.2252,11.1890,3.3215,1.4472,1.6398,38.2190,19.1784,38.7076,1.8417,0.9539,48717.5,4.0270,0.00,51.42,1.0640,17.1343,178.42,0.7441,0.4055,4.0840,105.08,77.98,89024.0,1193.1,9998.1,2.3557,15971.1,800.18,24175.7,5055.1,121.54
JAM190,JAM21,1217-1-M-01-DRS--00034,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 4,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM190,OMD2,10/28/2013,ODF1-S,10/11/2013,8.8210,13.6062,0.1964,6.9235,2.1661,1.3900,1.1392,22.3509,8.6068,43.4479,1.8483,0.6363,47905.3,4.0296,0.00,54.33,1.2701,15.9981,117.94,0.7333,0.1691,3.9482,66.31,143.52,97245.1,579.4,7006.9,1.7604,13430.4,246.71,24076.0,4616.0,124.36
JAM191,JAM22,1217-1-M-01-DRS--00035,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,Slip,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM191,OMD2,10/28/2013,OCT2-S,10/31/2013,4.4967,15.5492,0.1901,9.6770,2.5315,2.0101,1.0820,26.7542,7.3713,31.5202,2.3063,0.6162,54701.8,5.9459,0.00,67.07,0.7568,14.8911,331.02,0.9240,0.4380,6.9875,150.89,125.36,90391.1,1093.3,9845.5,1.7145,16431.6,374.54,14939.8,5643.6,160.47
JAM192,JAM22,1217-1-N-03-DRS--00005,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 5,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM192,OMD2,10/28/2013,OCT2-S,10/31/2013,4.8289,16.2465,0.2301,11.5330,2.8082,2.0607,1.2558,28.8064,7.8127,41.0446,1.9121,0.6854,50308.5,7.7023,0.00,76.62,0.8108,15.4330,339.46,0.9431,0.3492,7.9871,93.23,167.94,87478.5,1912.1,14531.1,1.6394,25771.4,515.71,17162.0,4526.2,139.02
JAM193,UNAS,1217-1-O-03-DRS--00005,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 4,Unid: Tableware,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM193,OMD2,10/28/2013,OCT2-S,10/31/2013,12.6474,17.1205,0.2462,11.3981,3.2455,1.6700,1.6151,34.3984,19.0615,45.8139,2.6071,0.9447,57001.2,4.7371,0.00,69.42,2.2118,19.7327,219.02,0.9382,0.5561,4.8179,69.34,86.40,101563.8,820.7,6581.7,2.3154,17758.7,530.05,23798.3,5294.4,148.38
JAM194,JAM21,1217-1-R-02-DRS--00051,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 7,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM194,OMD2,10/28/2013,OCT2-S,10/31/2013,7.4543,13.1158,0.1959,11.3971,2.3125,1.1535,1.2069,23.8911,10.5197,37.3908,1.3533,0.6685,43730.1,3.6147,0.00,47.14,1.1306,13.0378,209.86,0.5749,0.5259,3.4708,58.94,73.57,91761.9,1031.5,8582.2,1.6816,15339.1,424.97,24404.1,5189.4,97.11
JAM195,JAM22,1217-1-K-01-DRS--00034,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 1,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM195,OMD2,10/28/2013,OCT2-S,10/31/2013,4.5040,14.0409,0.2203,9.0857,2.7284,1.5793,1.5328,26.0416,8.0178,36.9708,1.7897,0.7161,43459.8,5.9976,0.00,78.16,0.7008,15.3600,285.77,0.7107,0.3505,5.6231,73.31,130.22,86913.7,1975.9,11070.7,1.6633,21989.2,225.38,14966.0,4372.3,122.16
JAM196,JAM22,1217-1-S-03-DRS--00055,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,Slip,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM196,OMD2,10/28/2013,OCT2-S,10/31/2013,5.7167,20.8675,0.2696,12.6271,3.9235,1.4993,1.8729,34.8975,10.1506,44.1869,2.0423,0.9169,50209.2,7.0245,0.00,86.00,0.8620,17.2571,349.17,0.7618,0.3635,6.8282,78.15,178.96,91076.2,1594.7,14476.4,2.2887,25726.9,428.88,15395.1,5133.8,128.33
JAM197,JAM22,1217-1-S-03-DRS--00056,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,Slip,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM197,OMD2,10/28/2013,OCT2-S,10/31/2013,5.7413,17.9594,0.2559,13.7971,3.6328,1.7677,1.7569,33.5335,12.5782,44.2436,1.8982,0.8859,48819.5,5.8729,0.00,75.11,0.8021,16.9701,303.14,0.7062,0.4061,6.8946,78.29,139.08,89636.1,1522.1,13812.2,2.1478,25001.7,460.91,15274.7,5068.2,152.37
JAM198,JAM15,1217-1-S-04-DRS--00033,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 8,Unid: Utilitarian,n/a,n/a,n/a,n/a,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM198,OMD2,10/28/2013,OCT1-S,10/31/2013,12.1048,45.2773,0.4932,64.8559,8.1369,3.4544,3.3474,89.0865,22.9824,133.9610,9.2079,1.5563,44506.7,7.7375,63.62,139.70,0.8375,18.4689,134.06,1.2922,0.9562,11.1326,111.13,226.26,74872.5,416.3,1935.2,4.9806,22805.3,223.82,1502.4,6260.3,138.98
JAM199,JAM22,1217-1-S-04-DRS--00047,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 4,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM199,OMD2,10/28/2013,OCT1-S,10/31/2013,15.8678,17.9295,0.2457,12.2354,3.3601,1.9782,1.5978,28.4611,10.7207,47.3491,2.6003,0.9012,56884.3,4.7181,0.00,65.53,1.4116,19.5504,159.99,0.8605,0.6698,4.8638,60.25,119.72,103857.7,443.0,4183.3,2.1671,15239.7,221.71,20320.9,4469.6,137.43
JAM200,JAM21,1217-1-T-02-DRS--00028,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 4,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM200,OMD2,10/28/2013,OCT1-S,10/31/2013,9.2930,14.7694,0.1780,8.5675,2.5864,1.4403,1.3275,25.8545,12.5450,36.9542,1.6567,0.7729,44127.0,3.6120,39.96,54.00,0.9310,14.3282,203.96,0.6196,0.3719,3.4228,57.60,88.86,97343.7,568.5,6420.4,2.5279,19600.9,471.53,24601.3,4114.3,121.91
JAM201,UNAS,1217-1-T-02-DRS--00035,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 8,Unid: Utilitarian,n/a,n/a,n/a,n/a,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM201,OMD2,10/28/2013,NDT2-S,11/7/2013,17.5507,50.4734,0.5450,65.2402,9.7018,3.1064,3.9127,103.7027,24.0989,154.2376,10.2972,1.9238,60478.4,7.0722,0.00,160.68,0.7753,21.8948,0.00,2.3564,1.4139,13.7260,118.03,180.62,104305.9,557.8,10096.2,5.8530,32221.6,402.29,2638.1,6431.8,174.16
JAM202,UNAS,1217-1-T-03-DRS--00008,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 8,Unid: Utilitarian,n/a,n/a,n/a,n/a,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM202,OMD2,10/28/2013,NDT2-S,11/7/2013,16.8076,56.7174,0.6317,44.7319,11.2404,4.1653,4.3982,115.9091,27.6254,174.8253,10.9222,2.2721,63712.2,8.4937,0.00,159.71,0.8697,22.4375,0.00,1.6134,1.4623,14.0757,120.29,238.16,89465.1,676.1,5878.7,6.5568,28309.9,367.65,3026.7,6403.3,171.94
JAM203,JAM22,1217-1-T-04-DRS--00041,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 1,Unidentifiable,n/a,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM203,NMA2,11/3/2013,NDT2-S,11/7/2013,7.2366,19.9384,0.2100,13.9367,3.3242,1.8491,1.4970,35.4313,8.1244,57.2729,2.0909,0.8463,50324.2,5.6004,23.02,55.01,0.7836,16.1618,265.32,0.8486,0.4662,7.2394,79.02,133.25,94442.8,1472.3,13015.8,2.1191,20324.1,407.33,12738.7,5303.2,165.14
JAM204,UNAS,1217-1-T-04-DRS--00042,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,Slip,n/a,n/a,White rock,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM204,NMA2,11/3/2013,NDT2-S,11/7/2013,12.8499,18.9451,0.3221,19.8324,3.9546,1.6175,2.2599,60.5612,12.4078,142.9604,2.3303,0.9935,54586.9,5.5115,0.00,40.78,1.1377,19.2183,184.81,1.1138,0.5304,8.3843,97.53,107.88,106876.4,1717.4,14624.8,3.1205,15390.6,596.42,9221.2,5620.8,189.57
JAM205,UNAS,1217-1-U-01-DRS--00025,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 8,Unid: Utilitarian,n/a,n/a,n/a,n/a,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM205,NMA2,11/3/2013,NDT2-S,11/7/2013,12.5820,38.4977,0.3911,32.3412,6.7905,3.0280,2.8161,76.8516,15.9138,129.9360,7.7660,1.4572,40661.8,7.2999,34.38,118.53,0.6221,17.1564,123.96,1.0988,0.8156,9.7765,94.25,170.89,76896.7,423.3,2353.0,5.0933,24916.8,176.99,1437.2,6454.0,134.98
JAM206,JAM22,1217-1-U-04-DRS--00046,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,n/a,Slip,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM206,NMA2,11/3/2013,NDT2-S,11/7/2013,5.6133,18.4848,0.2666,14.6643,3.7866,1.6794,1.7927,34.9058,12.3113,42.9681,1.7747,0.9550,44328.7,5.2416,0.00,65.29,0.6114,16.0252,303.47,0.6050,0.4726,5.4394,84.62,115.28,91694.8,1620.4,17122.3,3.0226,21942.4,500.04,14881.3,4859.4,140.11
JAM207,JAM15,1217-1-V-02-DRS--00053,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 8,Unidentifiable,n/a,n/a,n/a,n/a,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM207,NMA2,11/3/2013,NDT2-S,11/7/2013,14.6550,47.0343,0.4838,43.9060,8.8188,2.9990,3.5848,99.1570,19.0855,151.0730,9.2469,1.8849,53239.9,7.5437,52.66,135.85,0.7376,19.5761,73.64,1.3138,1.1704,12.2042,106.85,176.48,89292.2,472.2,4747.9,6.8572,28576.9,343.87,3265.5,6540.8,159.63
